N,P,K,temperature,humidity,ph,rainfall,label
5.0,24.0,6.0,25.35467646,91.81183218,7.992041984,116.7555937,orange
5.0,7.0,12.0,17.66545409,91.69865887,6.583411671,110.6857506,orange
7.0,10.0,6.0,12.59093977,91.81668769,6.206053072,119.3916718,orange
15.0,6.0,6.0,11.86631922,93.68394562,6.976997772,106.060149,orange
39.0,29.0,5.0,11.03367937,92.22706805,6.562594972,112.7715925,orange
9.0,16.0,14.0,25.2990432,94.96419851,7.260416405,117.9733424,orange
9.0,27.0,6.0,32.23797837,90.15406807,6.460044778,104.7052254,orange
8.0,23.0,15.0,17.68408797,94.35815354,6.699164936,108.0638166,orange
0.0,26.0,14.0,10.2708877,90.19147747,7.401121811,106.6955204,orange
6.0,20.0,10.0,17.22034507,94.78797376,6.912033409,108.0054343,orange
28.0,5.0,9.0,19.667056,90.50096668,7.764040111,100.1737964,orange
24.0,15.0,7.0,10.35609594,93.75652041,7.796034006,101.1456947,orange
28.0,17.0,12.0,27.255435,91.71369387,6.969883483,101.139435,orange
18.0,21.0,7.0,34.5917846,92.13229786,6.730757538,115.5650287,orange
0.0,21.0,10.0,32.39523995,94.51768464,6.601395755,113.25373,orange
34.0,19.0,11.0,10.16431299,91.22320999,6.465913274,106.362551,orange
6.0,23.0,12.0,21.49118657,93.43949693,6.41354791,101.4819888,orange
33.0,26.0,6.0,16.53460397,94.76759975,6.475275337,110.0447896,orange
18.0,27.0,12.0,31.8520694,90.12220323,6.407715561,109.9455062,orange
8.0,16.0,10.0,28.04799508,90.00621688,6.550814117,117.1311498,orange
28.0,22.0,15.0,31.75048899,94.59551226,7.36220835,115.1989301,orange
30.0,18.0,5.0,29.07412717,93.27189064,7.36549204,100.7896871,orange
17.0,11.0,15.0,19.14381903,90.71037456,7.8546243,108.0230792,orange
2.0,19.0,6.0,16.14820285,91.4448027,7.995848977,107.4287664,orange
4.0,18.0,8.0,34.05296914,92.05811721,6.725600855,116.8020848,orange
16.0,9.0,5.0,34.51423957,90.56151463,7.786725333,118.3271968,orange
39.0,19.0,13.0,32.71748548,90.54608254,7.656978112,113.328978,orange
19.0,26.0,10.0,25.16296632,92.54736032,7.105904818,114.3117197,orange
28.0,12.0,8.0,27.68167318,94.47316879,7.199106204,113.9995146,orange
30.0,6.0,11.0,21.35093384,90.9492967,7.871063004,107.0862095,orange
10.0,22.0,5.0,11.69894639,93.25638873,7.566165721,103.2005992,orange
66.0,61.0,55.0,35.21462816,91.49725058,6.793245417,243.0745066,papaya
68.0,67.0,49.0,42.39413392,90.79028064,6.576261427,88.46607497,papaya
38.0,70.0,53.0,38.4191628,91.14220381,6.751452932,119.2653877,papaya
59.0,66.0,52.0,35.33294932,92.11508608,6.560743093,235.6133585,papaya
52.0,65.0,53.0,42.92325255,90.07600528,6.938313356,196.2408242,papaya
56.0,54.0,53.0,33.83508569,92.85470152,6.991626158,203.4044028,papaya
33.0,55.0,49.0,33.20258348,92.76437927,6.977700268,197.5282582,papaya
56.0,55.0,46.0,23.48546973,93.71043692,6.833768535,191.7760562,papaya
47.0,46.0,54.0,29.33710543,90.81781439,6.739170045,202.0572747,papaya
43.0,58.0,47.0,40.21199348,94.50766912,6.993473247,186.6762324,papaya
38.0,70.0,51.0,42.13473976,91.70445386,6.757470637,197.402901,papaya
68.0,61.0,50.0,32.86316618,91.4618874,6.850663232,47.271547,papaya
67.0,45.0,54.0,29.80744318,91.38048469,6.74274935,232.7046126,papaya
33.0,65.0,48.0,31.56213762,93.0484859,6.506120752,63.62250788,papaya
51.0,69.0,55.0,36.32268069,93.06134398,6.98992719,141.1736926,papaya
39.0,66.0,55.0,37.13165026,94.60761797,6.69215564,172.4788062,papaya
51.0,53.0,49.0,38.4418717,93.63739039,6.544029776,77.71566883,papaya
56.0,55.0,54.0,32.66160599,90.78931681,6.927803911,78.85085502,papaya
37.0,64.0,54.0,27.92765919,91.55594211,6.721835879,149.9107557,papaya
68.0,60.0,47.0,39.01793345,91.48815629,6.99223441,105.8841531,papaya
40.0,57.0,54.0,32.51247398,94.65904123,6.704204398,51.07048113,papaya
44.0,70.0,45.0,38.72382798,91.72514851,6.702424548,62.62377075,papaya
47.0,51.0,50.0,43.30204933,92.83405443,6.641098708,110.562229,papaya
49.0,59.0,50.0,27.58548913,90.72526502,6.585346229,238.5008779,papaya
65.0,56.0,49.0,40.78881819,92.90951393,6.563134737,132.7923586,papaya
43.0,51.0,50.0,23.19451074,91.40301608,6.502289473,206.3999208,papaya
42.0,62.0,46.0,32.68067385,92.61715632,6.800321319,248.8592986,papaya
39.0,53.0,50.0,34.28879307,93.61082872,6.721130543,127.2509777,papaya
42.0,47.0,49.0,39.30050027,94.16193416,6.574677594,120.9512466,papaya
38.0,70.0,54.0,39.73149053,91.12220596,6.919342407,122.7628653,papaya
36.0,62.0,49.0,39.23342464,91.25589286,6.519779583,64.4478499,papaya
39.0,63.0,48.0,27.34734861,94.17756725,6.687088098,40.35153141,papaya
63.0,62.0,47.0,40.76998685,92.09278584,6.747975732,209.8678411,papaya
31.0,64.0,51.0,26.26559543,90.79668055,6.65149129,59.49373381,papaya
56.0,57.0,50.0,28.12971499,93.3210737,6.502675132,117.8201907,papaya
53.0,67.0,45.0,34.2804607,90.55561637,6.825371185,98.54047745,papaya
53.0,58.0,54.0,33.7960155,93.00754254,6.99104104,182.026807,papaya
59.0,51.0,48.0,31.53243779,90.87394933,6.511624841,207.0735119,papaya
55.0,53.0,47.0,42.30495821,90.51431779,6.93172108,74.876786,papaya
55.0,59.0,54.0,24.63676897,90.61964344,6.712772333,218.2299187,papaya
58.0,61.0,45.0,28.28222883,91.37059792,6.63016515,179.2720807,papaya
50.0,60.0,45.0,24.48620746,92.98254537,6.761953186,183.49095,papaya
60.0,51.0,47.0,42.84609252,94.63548176,6.691202286,78.8099639,papaya
55.0,67.0,52.0,43.67549305,93.10887229,6.608667684,103.8235658,papaya
31.0,52.0,46.0,42.07213781,92.92203105,6.840802254,165.7412972,papaya
70.0,64.0,49.0,33.46873719,92.12746225,6.834808348,136.8277041,papaya
63.0,55.0,54.0,31.7018373,91.66232213,6.953439161,48.83810592,papaya
60.0,50.0,54.0,41.41968393,90.03863107,6.665024508,199.3096432,papaya
30.0,65.0,52.0,42.54744013,94.94482086,6.662875839,214.4103848,papaya
39.0,68.0,51.0,28.91842453,94.63676767,6.678695788,63.68794608,papaya
33.0,48.0,50.0,43.08022702,93.90305729,6.54277684,211.8529059,papaya
44.0,53.0,47.0,29.20300896,93.96834049,6.839443833,209.4083305,papaya
32.0,58.0,46.0,41.04224355,91.37258067,6.805277038,181.527598,papaya
34.0,68.0,54.0,25.62446619,93.18240298,6.762522087,97.26336657,papaya
39.0,69.0,54.0,35.32876402,91.06138506,6.678449318,163.9069365,papaya
69.0,49.0,48.0,24.42561272,92.27749066,6.577192175,63.35298768,papaya
52.0,68.0,53.0,31.18298415,90.21646909,6.734005648,54.01872359,papaya
33.0,70.0,52.0,31.88342554,91.3256535,6.524459342,79.27201575,papaya
66.0,53.0,54.0,42.93368602,91.1756748,6.501521192,246.3613268,papaya
31.0,54.0,53.0,23.11407669,94.31994776,6.758479569,231.5153161,papaya
61.0,65.0,54.0,24.87212063,93.90560147,6.676578778,135.1694525,papaya
69.0,59.0,53.0,43.36051537,93.35191636,6.941496806,114.778071,papaya
49.0,65.0,46.0,26.83054058,90.75379971,6.864143752,144.6656444,papaya
43.0,58.0,53.0,30.42012134,93.12659793,6.583528529,75.95295,papaya
59.0,60.0,49.0,28.64555584,93.22642604,6.751747609,115.8163936,papaya
60.0,59.0,48.0,32.50037548,93.47888842,6.893509446,71.73759526,papaya
60.0,70.0,54.0,43.03714283,94.6428898,6.720744449,41.5856585,papaya
34.0,62.0,55.0,30.10773379,90.34546355,6.827812549,75.24521981,papaya
31.0,59.0,54.0,23.69212243,93.61055571,6.912299695,87.53393983,papaya
42.0,63.0,52.0,35.67667332,93.30641944,6.586107335,141.3381168,papaya
32.0,60.0,48.0,27.71948962,94.43877142,6.827305908,82.83061083,papaya
31.0,56.0,51.0,35.26824831,92.38282957,6.821774589,149.8488208,papaya
46.0,70.0,52.0,23.16855863,90.78821158,6.656458831,161.6892093,papaya
50.0,58.0,50.0,33.08706051,92.25197542,6.770384816,88.1300769,papaya
37.0,62.0,46.0,37.4620912,90.44967809,6.933809743,172.3458448,papaya
40.0,61.0,50.0,38.73218907,94.73613484,6.579441304,218.142147,papaya
68.0,67.0,52.0,32.57720726,92.74889453,6.92791761,93.7942847,papaya
59.0,53.0,50.0,38.38231475,93.10378595,6.985804083,210.2735346,papaya
32.0,53.0,49.0,42.93605359,90.09448142,6.612429546,234.8466111,papaya
68.0,64.0,45.0,25.65492304,92.74501561,6.813383387,52.95477913,papaya
37.0,47.0,45.0,37.58899717,91.99740365,6.9677596,159.6577388,papaya
62.0,66.0,45.0,29.60718808,93.15642801,6.57398033,62.68710535,papaya
48.0,49.0,48.0,25.34756111,93.02871078,6.803094965,174.4012337,papaya
67.0,48.0,49.0,25.9300384,93.02357765,6.964955435,241.8202079,papaya
66.0,53.0,52.0,32.76795887,94.57377401,6.764213299,240.4795923,papaya
41.0,59.0,46.0,29.02328049,90.20396783,6.617703178,126.8069869,papaya
54.0,50.0,49.0,40.00439101,90.17015833,6.52711001,92.11877372,papaya
44.0,46.0,54.0,33.32315744,91.25271223,6.709668804,234.496633,papaya
48.0,49.0,49.0,31.22790131,94.94021378,6.620729882,46.44279118,papaya
35.0,62.0,55.0,26.68386496,92.9585411,6.583760499,62.50689682,papaya
62.0,66.0,46.0,24.70528368,90.14732171,6.676407337,108.4103158,papaya
62.0,61.0,54.0,38.2016825,93.97379963,6.751298936,218.0908814,papaya
44.0,46.0,46.0,36.56769731,93.79503425,6.867554147,104.4218596,papaya
66.0,67.0,49.0,26.05375792,93.69111672,6.742490027,240.6863901,papaya
37.0,68.0,55.0,31.29986342,92.76039164,6.986228647,54.77830202,papaya
32.0,57.0,47.0,40.10207731,94.35110201,6.979102243,149.1199989,papaya
59.0,53.0,45.0,38.58954491,91.58076549,6.825664782,102.2708231,papaya
60.0,55.0,53.0,41.31330062,91.1508798,6.617066674,239.7427554,papaya
70.0,62.0,47.0,37.03551903,91.79430166,6.551892638,188.5181422,papaya
47.0,59.0,53.0,23.0124018,91.07355541,6.598860305,208.3357976,papaya
32.0,14.0,43.0,24.55981624,91.63536236,5.922935513,111.9684622,pomegranate
25.0,22.0,44.0,19.65690085,89.93701023,5.937649578,108.0458926,pomegranate
6.0,6.0,44.0,18.78359608,87.4024767,6.804781106,102.5184759,pomegranate
1.0,12.0,43.0,24.1469628,94.5110662,6.424670614,110.2316633,pomegranate
40.0,13.0,41.0,22.44581266,89.90147027,6.738016221,109.3905998,pomegranate
36.0,21.0,42.0,24.96273236,92.40501423,6.497366677,109.4169192,pomegranate
26.0,14.0,40.0,22.5526059,89.3259486,6.327673765,104.8955643,pomegranate
28.0,10.0,43.0,22.77035608,91.45498527,6.36137446,106.9659201,pomegranate
37.0,28.0,42.0,19.20090378,94.27659596,6.923509371,108.0423555,pomegranate
7.0,20.0,43.0,23.12808226,92.68328358,6.630646083,109.3930157,pomegranate
5.0,14.0,39.0,24.92639065,85.19098079,5.832525853,104.7693804,pomegranate
27.0,30.0,45.0,24.77464458,85.63608688,6.738993954,105.7595811,pomegranate
35.0,13.0,42.0,19.8671184,86.35590206,5.782435567,108.3168858,pomegranate
21.0,10.0,35.0,24.26601316,93.7974061,6.537042717,104.5375109,pomegranate
20.0,5.0,40.0,23.62600218,89.73266695,6.145104401,107.6836871,pomegranate
35.0,10.0,37.0,19.67832052,89.08935702,6.890784045,108.5468633,pomegranate
10.0,5.0,41.0,22.36509395,92.30882391,7.175344328,104.8216333,pomegranate
26.0,8.0,43.0,21.57936934,94.88267728,5.938528744,102.8593382,pomegranate
31.0,25.0,42.0,18.26233221,88.16779129,5.709380472,108.0756727,pomegranate
39.0,15.0,39.0,23.71028128,89.61794165,6.184400085,105.6499907,pomegranate
33.0,26.0,38.0,22.48720144,89.9224883,6.553509673,111.6631582,pomegranate
14.0,5.0,36.0,21.6602498,94.79397419,5.885638185,112.4349689,pomegranate
0.0,29.0,41.0,20.13037175,89.31505137,6.143874691,107.3416913,pomegranate
10.0,21.0,44.0,18.41164435,91.11927248,6.101198974,105.1834976,pomegranate
9.0,20.0,43.0,19.68291173,89.75272999,6.594037135,111.2818551,pomegranate
32.0,5.0,39.0,23.20242586,91.19442671,6.859840821,109.0946323,pomegranate
33.0,11.0,37.0,18.92157197,87.31290342,6.56893406,102.8013275,pomegranate
17.0,20.0,42.0,22.10621387,91.34039616,6.769855664,106.8704803,pomegranate
2.0,21.0,40.0,18.47412402,89.68919664,7.130837931,108.4758509,pomegranate
17.0,14.0,42.0,19.81069447,88.92944254,5.740338002,102.860084,pomegranate
35.0,16.0,38.0,24.4880844,90.83687246,5.843005428,103.1969341,pomegranate
16.0,21.0,42.0,18.75927679,89.93457597,6.648687274,111.0196744,pomegranate
0.0,19.0,40.0,19.54128063,90.29751796,6.902751061,104.3739878,pomegranate
22.0,9.0,43.0,18.91251245,87.74938524,6.608023872,111.2800516,pomegranate
27.0,5.0,44.0,19.91330523,94.95031368,6.828522375,104.0277061,pomegranate
12.0,18.0,42.0,19.72620525,89.64934166,6.910374919,108.2287276,pomegranate
37.0,10.0,35.0,23.83185873,87.84034604,6.306605528,111.2232716,pomegranate
8.0,17.0,45.0,24.94467632,94.25702672,7.009180374,103.8799347,pomegranate
6.0,20.0,43.0,24.692258,93.87030088,6.297907579,104.6735454,pomegranate
32.0,14.0,41.0,24.72485577,85.56083187,6.728599215,111.2787584,pomegranate
6.0,14.0,39.0,20.12644921,87.59629625,6.965156738,108.065579,pomegranate
36.0,14.0,45.0,21.02432943,93.0569505,5.578095745,104.7847006,pomegranate
26.0,21.0,35.0,22.40423537,88.1508343,7.199504273,109.8695196,pomegranate
5.0,9.0,42.0,20.33691147,89.38003827,5.841367187,110.9653137,pomegranate
8.0,8.0,39.0,24.24779615,85.56033312,6.710143266,106.9216033,pomegranate
5.0,14.0,44.0,24.81530144,91.90842992,5.972714857,109.2853418,pomegranate
1.0,18.0,41.0,19.66329768,87.95158129,5.561851831,106.0380805,pomegranate
37.0,5.0,43.0,22.43377991,90.3396556,6.107054808,112.459697,pomegranate
38.0,26.0,40.0,22.92052307,85.12912161,6.988035315,110.2437841,pomegranate
11.0,29.0,43.0,22.91843172,85.40695044,7.13147457,106.2817706,pomegranate
26.0,27.0,38.0,24.88244467,89.39686219,7.086947687,107.1951707,pomegranate
10.0,19.0,42.0,23.40981539,93.13277,6.749260456,105.2240743,pomegranate
23.0,11.0,45.0,21.20725375,94.26304717,7.16300467,107.5660804,pomegranate
26.0,29.0,45.0,18.20230419,91.12282162,7.013481515,109.6623974,pomegranate
6.0,10.0,38.0,22.34375696,89.7870345,5.648243649,103.3183074,pomegranate
7.0,18.0,36.0,24.32770134,90.88292835,6.610251186,110.4606459,pomegranate
14.0,29.0,43.0,19.75088482,88.71691157,7.054313823,102.5538035,pomegranate
7.0,30.0,45.0,19.86173586,86.19740917,6.026999326,111.0217929,pomegranate
35.0,17.0,39.0,18.07132963,93.14554876,5.779427402,106.3602023,pomegranate
27.0,7.0,36.0,23.89162561,89.61850203,6.535244251,104.617522,pomegranate
31.0,8.0,36.0,23.98598756,93.34236582,5.684995235,104.991282,pomegranate
6.0,13.0,42.0,20.93892916,85.42912869,6.12476108,103.0295938,pomegranate
22.0,24.0,42.0,20.82210727,87.22815682,6.999014379,109.4429934,pomegranate
16.0,6.0,45.0,20.86474944,91.61793636,6.277148771,106.8685636,pomegranate
39.0,30.0,43.0,24.45840036,86.10874614,6.322396027,111.3779693,pomegranate
32.0,18.0,45.0,24.51147697,90.64498715,5.956401828,105.6209954,pomegranate
31.0,27.0,40.0,24.56811204,92.03009222,6.591302797,110.9633894,pomegranate
8.0,8.0,42.0,24.63228709,89.01574455,7.104094929,110.6956184,pomegranate
32.0,22.0,44.0,20.07386547,90.97819712,6.407872061,103.7084055,pomegranate
28.0,13.0,43.0,21.80523051,94.63612858,6.658402594,102.6488846,pomegranate
19.0,9.0,35.0,22.8122645,86.34233767,6.276038961,110.4432293,pomegranate
6.0,7.0,43.0,22.73031253,88.48567856,6.825256236,104.6843243,pomegranate
30.0,16.0,39.0,23.2801227,94.94330457,6.368560522,111.1382096,pomegranate
13.0,24.0,45.0,19.30106297,87.1775172,7.005410734,105.4766591,pomegranate
16.0,27.0,42.0,19.0087067,88.83768149,6.897368477,108.6793978,pomegranate
26.0,21.0,44.0,24.35193812,90.88612388,6.152906502,105.529185,pomegranate
24.0,26.0,41.0,24.72235539,88.87651295,5.744361602,112.1926517,pomegranate
28.0,25.0,42.0,21.92513945,94.46485312,7.051654924,111.7162016,pomegranate
39.0,19.0,37.0,24.83954414,86.88738076,6.034612928,107.6435771,pomegranate
2.0,12.0,43.0,18.09691127,90.42177379,6.924490731,104.88189,pomegranate
39.0,14.0,39.0,20.24104904,91.08706822,6.887005997,109.2537734,pomegranate
24.0,5.0,41.0,23.22594,94.42971362,6.8444019,105.6917856,pomegranate
35.0,17.0,41.0,23.50128217,92.97527546,5.786058032,106.61905,pomegranate
1.0,22.0,43.0,19.44623085,89.02127045,5.627186257,106.1606833,pomegranate
2.0,30.0,37.0,20.51343484,92.51675903,5.700088663,110.5764023,pomegranate
13.0,22.0,37.0,18.90223032,94.99897537,5.567805185,107.6103211,pomegranate
10.0,28.0,41.0,18.90592319,89.24126808,6.077886012,112.4750941,pomegranate
4.0,30.0,45.0,22.63045168,88.45577158,6.397995609,109.0357597,pomegranate
30.0,14.0,43.0,19.38603815,86.79058496,5.767372539,109.9130984,pomegranate
35.0,13.0,35.0,24.38318965,91.19431555,7.079973241,103.6012114,pomegranate
5.0,5.0,39.0,23.77989026,92.93386903,5.893332378,106.977723,pomegranate
1.0,9.0,36.0,22.59890174,93.16343942,7.058222596,110.0932899,pomegranate
24.0,23.0,39.0,24.37766782,85.4017118,5.78270695,106.128338,pomegranate
6.0,15.0,45.0,20.89273273,91.07776977,6.269663963,104.4407083,pomegranate
11.0,18.0,39.0,18.09903225,85.70786282,5.892913826,107.0050976,pomegranate
32.0,27.0,42.0,20.00218987,85.83618191,7.116538883,112.337046,pomegranate
15.0,27.0,45.0,19.85139326,89.80732335,6.430163481,102.8186358,pomegranate
2.0,29.0,40.0,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate
26.0,18.0,36.0,23.65374106,93.32657504,6.431265737,109.8076178,pomegranate
29.0,6.0,39.0,23.88404783,86.20613842,6.082571701,108.3121789,pomegranate
96.0,21.0,52.0,26.47330219,80.92254421,6.283818329,53.65742581,watermelon
94.0,6.0,50.0,25.18780042,83.44621709,6.818261383,46.87420883,watermelon
120.0,12.0,51.0,25.29954705,81.77527562,6.37620108,57.04147057,watermelon
114.0,22.0,49.0,24.74631269,88.30866319,6.581587932,57.95826144,watermelon
108.0,24.0,47.0,26.58740671,81.32563243,6.932739726,41.87540028,watermelon
105.0,7.0,51.0,24.53442564,88.989272,6.140099215,49.11618732,watermelon
103.0,8.0,51.0,26.0713757,88.7285657,6.467095849,57.79652846,watermelon
86.0,7.0,47.0,25.96534238,89.77076659,6.849471704,59.46338556,watermelon
106.0,16.0,45.0,26.22338015,85.34866045,6.512196212,54.60159289,watermelon
109.0,6.0,54.0,24.41311871,89.81574032,6.039584629,44.07843475,watermelon
89.0,24.0,51.0,26.49195283,80.04678201,6.057697106,57.72799157,watermelon
81.0,13.0,47.0,24.04355803,84.18406764,6.423898762,53.78929956,watermelon
113.0,8.0,52.0,25.5421695,83.31883376,6.936997681,57.57343233,watermelon
105.0,28.0,50.0,26.74550678,83.9195902,6.251286661,40.794305,watermelon
109.0,14.0,52.0,25.7131428,80.22972777,6.190015912,43.08961827,watermelon
105.0,17.0,52.0,25.76484262,84.1726996,6.681606702,44.22066914,watermelon
109.0,18.0,49.0,26.79489868,89.64815231,6.51075991,57.74091817,watermelon
105.0,29.0,47.0,24.9004602,89.73524177,6.770278088,57.44942094,watermelon
82.0,10.0,50.0,26.80750629,88.22874955,6.429788073,58.79889057,watermelon
107.0,20.0,48.0,25.11189154,80.02621335,6.209888345,44.20656987,watermelon
118.0,15.0,55.0,26.2148837,87.6883982,6.419052193,59.65590798,watermelon
108.0,17.0,51.0,24.9103226,86.97190046,6.237861736,49.48575692,watermelon
98.0,15.0,45.0,25.79448878,84.26830701,6.762471629,56.45229202,watermelon
80.0,9.0,53.0,25.26931156,87.55055105,6.612847999,40.12650421,watermelon
119.0,26.0,53.0,25.76402693,87.5931128,6.704688865,46.05122728,watermelon
95.0,28.0,54.0,25.85483596,89.13163965,6.049609892,46.85176955,watermelon
107.0,5.0,50.0,24.33528185,81.44030363,6.762030215,48.32113628,watermelon
80.0,14.0,52.0,25.37601283,80.99313508,6.65398725,57.23028471,watermelon
96.0,15.0,47.0,24.86094646,85.05318563,6.738030547,55.29563514,watermelon
85.0,22.0,53.0,24.71885473,88.94568335,6.095689937,48.45978627,watermelon
116.0,10.0,54.0,24.21495706,84.20576992,6.538006356,48.01138482,watermelon
98.0,17.0,50.0,25.81692236,82.043255,6.377427122,54.82963379,watermelon
108.0,16.0,52.0,24.47018505,84.16390229,6.417011754,57.26773002,watermelon
92.0,24.0,53.0,24.13078816,84.84494575,6.649086972,51.19470197,watermelon
86.0,16.0,48.0,26.1793464,86.52258079,6.25933595,49.43050977,watermelon
80.0,6.0,55.0,26.17668721,86.7295205,6.121168559,53.33484977,watermelon
101.0,13.0,48.0,26.03867719,84.6378378,6.031424482,44.3993381,watermelon
119.0,27.0,51.0,26.53259325,82.39053979,6.835268184,54.30660782,watermelon
87.0,8.0,46.0,26.81938687,87.8274604,6.551750306,46.06193778,watermelon
81.0,29.0,54.0,25.50405534,81.40297428,6.940236218,48.47833278,watermelon
120.0,27.0,47.0,26.20234499,80.38266489,6.87606733,56.47941847,watermelon
81.0,7.0,51.0,25.13735887,89.28272716,6.457216535,43.52897517,watermelon
109.0,18.0,55.0,25.92030221,83.47202566,6.921847888,42.10681516,watermelon
115.0,11.0,51.0,26.6634609,89.98405233,6.881425746,57.40847165,watermelon
104.0,22.0,55.0,24.06731461,81.64075303,6.915717008,51.75212401,watermelon
90.0,20.0,51.0,24.6774157,82.75411437,6.206247494,57.05709413,watermelon
117.0,26.0,50.0,26.11440416,87.64081095,6.29542477,58.48160844,watermelon
101.0,13.0,55.0,26.81530456,87.65694462,6.399669044,55.74073582,watermelon
92.0,13.0,52.0,25.15623099,80.27525115,6.862157042,55.49541453,watermelon
113.0,21.0,53.0,25.2801372,83.15393658,6.224066378,49.29456609,watermelon
116.0,24.0,55.0,26.22005978,80.90127035,6.093814669,49.08553937,watermelon
110.0,18.0,47.0,24.92093261,80.61750795,6.291540278,50.55710813,watermelon
112.0,18.0,46.0,26.21667586,81.01009354,6.32281728,54.65423596,watermelon
102.0,25.0,45.0,26.81383586,87.21986949,6.873283991,51.70497792,watermelon
104.0,11.0,55.0,24.31334971,87.47409052,6.074209622,48.11248366,watermelon
91.0,30.0,47.0,24.29105004,88.04541346,6.49889585,51.26046418,watermelon
111.0,25.0,49.0,24.42998931,86.33904774,6.678805092,48.58241822,watermelon
98.0,6.0,50.0,25.66576039,88.6984228,6.114128685,54.22722466,watermelon
94.0,29.0,52.0,25.07803672,83.46230461,6.405054243,56.39962921,watermelon
100.0,16.0,52.0,24.88910524,85.87059083,6.110142735,51.70699144,watermelon
104.0,29.0,46.0,25.42900869,82.91481799,6.828982708,56.34144589,watermelon
83.0,24.0,53.0,24.37118217,87.1269128,6.451499764,44.63907691,watermelon
103.0,19.0,50.0,26.4930645,88.59143088,6.313512999,46.06382209,watermelon
112.0,25.0,53.0,25.83202912,89.00481725,6.755192025,45.24690619,watermelon
101.0,24.0,46.0,24.41592661,89.39655519,6.623167177,40.32161859,watermelon
95.0,14.0,53.0,24.37190239,81.2514818,6.12532356,44.20899581,watermelon
87.0,9.0,48.0,24.24782473,83.03687902,6.653867608,54.7657624,watermelon
94.0,28.0,48.0,24.64458469,85.49938185,6.343942518,48.31219031,watermelon
108.0,7.0,52.0,24.89681131,86.10782926,6.217300786,53.14626213,watermelon
90.0,17.0,46.0,25.41864024,81.12122989,6.286387658,49.52320689,watermelon
80.0,8.0,51.0,26.26028739,86.14585891,6.7698938,58.97878791,watermelon
80.0,22.0,54.0,24.90123934,87.20772913,6.744966312,46.59207341,watermelon
82.0,20.0,47.0,24.84740848,89.20454622,6.391858432,59.67927244,watermelon
113.0,18.0,50.0,26.98212846,86.70068316,6.770434148,42.91292205,watermelon
90.0,20.0,45.0,26.90435747,86.25426228,6.727468157,59.75980023,watermelon
106.0,18.0,51.0,25.86475496,86.67468041,6.662244646,41.16554802,watermelon
100.0,22.0,54.0,26.70607759,81.14149505,6.944640222,51.51033554,watermelon
95.0,14.0,47.0,26.44019475,80.91934337,6.507110986,47.81847573,watermelon
113.0,7.0,46.0,26.283443,84.42478917,6.520663422,50.78669728,watermelon
106.0,23.0,51.0,26.84366082,83.85039964,6.106500787,40.228644,watermelon
115.0,27.0,52.0,26.03967219,83.9862443,6.277484043,43.87712348,watermelon
114.0,6.0,55.0,24.92994759,85.00802358,6.195142279,48.75859458,watermelon
80.0,24.0,52.0,25.50736962,84.24340241,6.792035575,44.2068997,watermelon
99.0,10.0,52.0,25.4438391,87.9392312,6.472756256,57.51549686,watermelon
84.0,8.0,53.0,26.12588914,86.5507939,6.000975617,40.71210074,watermelon
94.0,25.0,46.0,25.10474753,87.5267616,6.587791262,59.26519444,watermelon
86.0,14.0,53.0,26.27520631,86.63249555,6.956508826,54.38748495,watermelon
86.0,26.0,46.0,26.27061608,83.09194521,6.259086583,46.76837499,watermelon
108.0,19.0,49.0,26.73690828,87.82430156,6.747537642,47.46447019,watermelon
89.0,17.0,54.0,25.04746944,85.5667282,6.932537231,56.72496677,watermelon
94.0,29.0,52.0,24.69368934,85.56967628,6.353107393,48.99390828,watermelon
111.0,15.0,55.0,24.54356968,84.60808277,6.211748957,42.00660251,watermelon
107.0,26.0,46.0,25.89762315,81.96664832,6.277245254,54.49960057,watermelon
96.0,17.0,51.0,26.6333118,84.31756844,6.560443519,56.31866159,watermelon
110.0,13.0,47.0,25.35794749,80.45846265,6.903020221,47.72078245,watermelon
117.0,13.0,49.0,25.28784623,89.63667876,6.765094964,58.28697664,watermelon
114.0,28.0,52.0,26.63838589,84.69546874,6.189213927,48.32428609,watermelon
105.0,19.0,51.0,25.3310446,84.30533791,6.904241707,41.53218699,watermelon
83.0,26.0,45.0,26.89750174,83.89241484,6.463271076,43.97193745,watermelon
106.0,9.0,51.0,26.98603693,89.4138489,6.260838965,58.54876687,watermelon
66.0,59.0,37.0,30.371,70.0,6.787,50.05,jowar(sorghum)
95.0,35.0,45.0,31.485,70.0,6.03,80.986,jowar(sorghum)
94.0,40.0,44.0,26.397,70.0,7.107,42.284,jowar(sorghum)
60.0,60.0,42.0,31.178,70.0,6.316,43.304,jowar(sorghum)
67.0,43.0,44.0,30.211,70.0,6.376,58.217,jowar(sorghum)
76.0,46.0,43.0,25.714,70.0,6.948,78.428,jowar(sorghum)
75.0,53.0,38.0,29.165,70.0,6.079,91.559,jowar(sorghum)
85.0,60.0,45.0,27.336,70.0,6.17,64.003,jowar(sorghum)
84.0,40.0,43.0,26.886,70.0,7.022,67.205,jowar(sorghum)
75.0,36.0,40.0,29.919,70.0,6.339,93.502,jowar(sorghum)
93.0,55.0,38.0,30.108,70.0,6.804,83.17,jowar(sorghum)
73.0,40.0,45.0,28.18,70.0,6.378,86.753,jowar(sorghum)
82.0,45.0,43.0,31.041,70.0,7.205,43.372,jowar(sorghum)
