,temperature,humidity,ph,rainfall,label
2897,15.812,82.795,6.094,25.71,cabbage
2898,25.518,74.204,6.106,22.531,cabbage
2899,29.878,63.165,5.93,23.2,cabbage
2900,22.492,77.242,6.444,21.831,cabbage
2901,13.065,89.892,6.208,23.666,cabbage
2902,27.891,80.686,5.554,25.954,cabbage
2903,25.982,86.232,6.245,22.622,cabbage
2904,21.356,78.951,5.546,23.953,cabbage
2905,17.481,65.85,5.589,24.423,cabbage
2906,27.291,69.493,6.229,21.475,cabbage
2907,15.622,88.976,6.342,23.066,cabbage
2908,17.924,86.998,5.912,21.637,cabbage
2909,19.357,82.634,6.432,22.768,cabbage
2910,16.851,75.398,5.834,23.04,cabbage
2911,17.477,63.713,5.882,25.275,cabbage
2912,14.681,68.854,5.948,21.358,cabbage
2913,28.018,89.437,6.225,24.707,cabbage
2914,26.298,75.799,6.16,21.605,cabbage
2915,22.764,60.947,5.624,25.361,cabbage
2916,16.543,62.757,5.735,22.73,cabbage
2917,18.195,86.892,5.899,22.071,cabbage
2918,15.973,82.213,5.642,22.582,cabbage
2919,26.635,77.688,6.046,21.948,cabbage
2920,19.889,60.929,5.623,25.29,cabbage
2921,21.16,64.086,6.046,22.34,cabbage
2922,26.446,86.364,6.119,24.788,cabbage
2923,18.888,64.355,6.148,23.809,cabbage
2924,16.324,86.667,5.957,21.995,cabbage
2925,17.837,84.575,6.08,24.307,cabbage
2926,26.51,87.152,5.948,21.182,cabbage
2927,16.739,85.835,6.214,24.036,cabbage
2928,18.484,84.126,5.543,23.561,cabbage
2929,18.09,62.069,6.38,22.698,cabbage
2930,22.863,71.91,6.029,23.298,cabbage
2931,19.936,70.905,6.163,23.463,cabbage
2932,24.731,78.806,6.08,25.255,cabbage
2933,20.831,74.04,5.577,22.508,cabbage
2934,23.751,73.239,5.939,21.85,cabbage
2935,24.515,79.854,5.999,22.116,cabbage
2936,24.582,87.294,5.91,24.521,cabbage
2937,29.089,63.71,6.2,25.026,cabbage
2938,28.593,77.17,5.764,23.185,cabbage
2939,24.106,68.48,6.436,21.207,cabbage
2940,20.633,65.95,5.787,21.681,cabbage
2941,22.069,82.394,6.055,25.999,cabbage
2942,24.335,65.205,5.932,24.452,cabbage
2943,29.211,78.025,6.325,23.746,cabbage
2944,25.603,71.198,6.111,21.688,cabbage
2945,25.162,84.1,6.452,24.602,cabbage
2946,15.694,62.879,6.178,25.651,cabbage
2947,27.53,63.633,6.404,21.033,cabbage
2948,15.809,86.114,5.859,23.824,cabbage
2949,16.324,84.065,6.318,24.168,cabbage
2950,20.899,78.231,6.109,22.319,cabbage
2951,23.617,76.167,5.532,25.703,cabbage
2952,28.188,86.854,6.114,25.559,cabbage
2953,28.508,75.092,6.351,24.938,cabbage
2954,27.153,68.149,6.13,22.745,cabbage
2955,19.777,68.447,6.395,25.917,cabbage
2956,18.832,76.238,5.637,25.201,cabbage
2957,25.363,65.118,6.077,25.094,cabbage
2958,21.264,89.442,6.156,22.623,cabbage
2959,29.523,70.867,6.367,24.828,cabbage
2960,21.967,77.047,5.92,21.657,cabbage
2961,24.81,70.192,5.594,23.805,cabbage
2962,29.592,69.889,6.258,24.868,cabbage
2963,26.323,60.013,5.517,22.534,cabbage
2964,27.697,76.366,5.63,24.574,cabbage
2965,24.021,84.786,6.365,24.281,cabbage
2966,27.407,62.705,6.237,21.836,cabbage
2967,15.505,89.871,5.802,22.855,cabbage
2968,12.112,86.08,5.644,24.446,cabbage
2969,20.93,89.325,5.953,23.594,cabbage
2970,15.192,70.956,6.173,21.445,cabbage
2971,21.312,77.821,5.578,23.172,cabbage
2972,28.526,81.972,5.717,23.158,cabbage
2973,27.19,60.555,5.585,23.455,cabbage
2974,24.117,67.221,5.969,22.309,cabbage
2975,22.83,72.322,5.62,22.734,cabbage
2976,23.788,76.478,6.236,24.927,cabbage
2977,21.473,86.716,6.251,22.156,cabbage
2978,27.728,78.34,5.709,21.054,cabbage
2979,25.241,86.591,5.719,25.538,cabbage
2980,25.023,60.368,6.489,25.61,cabbage
2981,28.358,62.877,6.325,21.459,cabbage
2982,21.508,77.314,5.77,23.122,cabbage
2983,19.9,67.012,5.836,23.012,cabbage
2984,15.052,64.475,5.539,21.235,cabbage
2985,27.534,72.855,6.224,22.061,cabbage
2986,29.814,67.832,6.35,21.236,cabbage
2987,29.826,69.103,5.655,25.577,cabbage
2988,22.864,67.017,6.042,24.397,cabbage
2989,12.078,75.609,5.546,23.371,cabbage
2990,21.289,79.867,6.083,25.675,cabbage
2991,15.719,63.313,6.152,22.975,cabbage
2992,17.894,76.714,6.082,24.64,cabbage
2993,23.882,64.241,6.2,23.186,cabbage
2994,16.45,79.942,6.342,24.321,cabbage
2995,16.99,73.76,6.302,23.477,cabbage
2996,24.276,85.48,5.783,21.804,cabbage
2997,16.738,70.356,6.166,24.986,cabbage
2998,17.214,82.156,5.905,24.808,cabbage
2999,13.461,62.21,5.669,24.167,cabbage
3000,8.729,98.31,6.882,84.946,carrot
3001,20.907,99.809,6.375,95.85,carrot
3002,7.299,98.357,5.736,79.761,carrot
3003,16.621,98.829,6.27,78.006,carrot
3004,12.206,98.125,6.561,92.251,carrot
3005,20.32,99.134,6.786,92.265,carrot
3006,10.648,99.933,6.046,80.869,carrot
3007,15.972,98.977,6.671,84.915,carrot
3008,10.47,98.889,6.312,89.651,carrot
3009,7.564,98.406,6.517,99.992,carrot
3010,7.089,98.048,5.609,88.957,carrot
3011,13.74,98.913,5.691,78.791,carrot
3012,8.804,99.303,5.576,77.439,carrot
3013,20.199,99.836,6.875,83.412,carrot
3014,22.203,98.638,5.615,76.006,carrot
3015,7.391,98.967,6.702,77.743,carrot
3016,14.3,98.41,5.609,80.417,carrot
3017,17.349,99.842,6.773,77.33,carrot
3018,19.249,98.553,6.73,80.952,carrot
3019,12.831,99.544,5.667,83.392,carrot
3020,10.353,99.999,6.98,78.403,carrot
3021,15.444,98.999,5.673,96.122,carrot
3022,21.192,99.965,5.863,95.168,carrot
3023,22.332,98.092,5.697,86.936,carrot
3024,22.386,98.446,6.353,87.145,carrot
3025,22.414,98.124,6.373,82.644,carrot
3026,20.691,99.619,5.549,87.578,carrot
3027,19.203,98.186,6.329,78.289,carrot
3028,17.784,98.001,5.642,79.839,carrot
3029,11.612,99.657,5.692,93.075,carrot
3030,9.146,99.706,6.494,89.295,carrot
3031,15.708,99.514,6.524,92.586,carrot
3032,13.306,98.692,6.688,85.545,carrot
3033,11.723,98.417,6.935,94.998,carrot
3034,22.529,99.711,6.14,83.475,carrot
3035,18.056,98.803,6.716,92.499,carrot
3036,16.413,99.339,6.974,75.688,carrot
3037,20.673,98.866,6.096,91.22,carrot
3038,19.134,98.266,6.068,98.142,carrot
3039,11.938,99.083,6.282,86.517,carrot
3040,15.905,98.998,6.162,75.223,carrot
3041,17.056,99.441,6.608,83.544,carrot
3042,9.789,99.529,6.526,98.893,carrot
3043,16.591,99.035,6.948,82.071,carrot
3044,14.833,98.11,6.975,86.018,carrot
3045,14.655,98.744,6.297,86.307,carrot
3046,17.656,98.761,5.993,90.12,carrot
3047,9.833,99.554,6.848,84.303,carrot
3048,13.205,99.845,5.908,91.406,carrot
3049,13.104,98.816,6.232,75.018,carrot
3050,20.052,98.12,6.765,97.956,carrot
3051,21.354,98.709,5.899,89.79,carrot
3052,18.338,99.086,5.525,99.7,carrot
3053,13.812,98.49,5.911,89.799,carrot
3054,22.586,99.578,6.753,95.386,carrot
3055,21.826,99.075,6.457,99.119,carrot
3056,19.521,99.084,6.607,80.471,carrot
3057,11.071,99.52,5.752,89.752,carrot
3058,17.989,99.297,6.753,75.218,carrot
3059,18.849,99.158,6.297,98.741,carrot
3060,17.691,98.104,5.992,90.428,carrot
3061,20.326,99.507,6.025,79.976,carrot
3062,17.5,98.721,5.624,75.912,carrot
3063,22.717,98.546,6.714,83.772,carrot
3064,22.213,98.591,5.724,96.755,carrot
3065,16.004,99.007,6.202,77.583,carrot
3066,14.907,99.563,6.8,79.676,carrot
3067,13.531,98.908,6.49,79.971,carrot
3068,15.34,99.47,6.355,82.919,carrot
3069,8.64,99.086,6.083,99.896,carrot
3070,8.854,99.045,6.18,94.51,carrot
3071,14.042,99.975,6.565,84.359,carrot
3072,22.742,98.371,6.21,96.511,carrot
3073,7.323,99.04,5.653,93.396,carrot
3074,7.64,99.678,5.866,82.199,carrot
3075,9.008,99.749,5.72,99.051,carrot
3076,15.003,98.902,5.996,92.464,carrot
3077,20.457,99.708,6.727,75.871,carrot
3078,15.739,98.17,5.59,89.123,carrot
3079,18.618,99.731,6.107,79.051,carrot
3080,11.193,98.274,5.682,96.307,carrot
3081,16.701,99.492,6.548,92.164,carrot
3082,13.106,98.032,6.205,83.955,carrot
3083,7.737,99.961,6.815,99.822,carrot
3084,7.592,98.974,6.242,79.243,carrot
3085,15.037,98.602,5.755,89.277,carrot
3086,11.481,99.634,6.303,94.144,carrot
3087,12.186,99.686,6.152,98.631,carrot
3088,19.826,98.154,5.968,99.165,carrot
3089,18.085,98.752,5.816,79.289,carrot
3090,10.727,99.366,6.871,75.51,carrot
3091,20.513,98.353,6.972,86.691,carrot
3092,15.138,98.814,6.039,96.623,carrot
3093,11.853,98.672,6.383,95.33,carrot
3094,9.577,98.822,6.829,78.3,carrot
3095,21.197,99.624,5.736,98.47,carrot
3096,15.9,98.615,5.624,89.041,carrot
3097,19.608,99.488,5.516,92.726,carrot
3098,16.604,98.543,6.189,81.293,carrot
3099,7.649,99.698,6.807,95.101,carrot
3100,8.745,99.206,5.865,93.532,carrot
3101,18.81,98.112,6.295,93.39,carrot
3102,12.924,98.317,5.974,79.502,carrot
3103,16.632,98.871,6.647,81.016,carrot
3104,7.477,98.195,6.267,86.487,carrot
3105,8.987,98.244,5.971,98.36,carrot
3106,20.551,99.736,6.213,95.082,carrot
3107,21.985,98.984,6.937,86.11,carrot
3108,18.575,98.911,5.68,96.183,carrot
3109,21.783,99.018,6.371,85.394,carrot
3110,14.488,99.489,6.376,96.84,carrot
3111,7.17,99.19,6.396,81.12,carrot
3112,14.614,98.858,6.477,78.939,carrot
3113,12.263,98.494,6.58,84.926,carrot
3114,9.257,99.411,6.455,94.993,carrot
3115,19.682,98.652,6.17,90.109,carrot
3116,17.142,98.049,6.932,80.459,carrot
3117,13.963,99.599,6.271,90.966,carrot
3118,20.425,98.503,6.046,94.972,carrot
3119,11.424,98.086,6.971,91.138,carrot
3120,7.228,99.268,6.82,82.027,carrot
3121,17.011,98.345,6.234,98.778,carrot
3122,16.168,99.176,6.615,81.287,carrot
3123,17.077,98.504,5.961,75.993,carrot
3124,10.194,98.76,5.794,95.481,carrot
3125,21.069,98.929,6.441,98.513,carrot
3126,18.594,98.902,5.824,80.573,carrot
3127,20.185,99.622,5.649,83.199,carrot
3128,10.226,99.357,5.64,87.632,carrot
3129,17.879,99.466,6.38,95.711,carrot
3130,20.434,99.092,6.861,90.338,carrot
3131,9.354,98.43,6.669,75.116,carrot
3132,9.708,99.034,6.664,87.143,carrot
3133,14.127,99.882,6.469,99.403,carrot
3134,7.998,99.889,5.801,85.551,carrot
3135,16.3,98.522,6.492,79.875,carrot
3136,22.855,99.323,6.17,95.319,carrot
3137,16.945,98.932,5.55,93.958,carrot
3138,15.283,98.965,6.202,96.32,carrot
3139,16.915,98.482,6.996,94.253,carrot
3140,17.983,99.316,6.21,87.754,carrot
3141,20.843,99.125,6.04,92.764,carrot
3142,8.754,98.924,6.079,93.195,carrot
3143,15.669,99.642,6.37,89.767,carrot
3144,14.226,98.97,6.572,78.264,carrot
3145,19.063,98.291,6.952,84.954,carrot
3146,8.623,98.236,6.257,91.854,carrot
3147,10.788,98.369,5.897,89.554,carrot
3148,22.107,98.702,6.916,80.194,carrot
3149,22.63,98.766,6.467,98.235,carrot
3150,29.185,95.0,6.657,12.058,cauliflower
3151,14.43,95.0,6.004,12.142,cauliflower
3152,28.511,95.0,6.175,12.495,cauliflower
3153,25.52,95.0,6.076,12.06,cauliflower
3154,16.422,95.0,6.543,12.116,cauliflower
3155,16.535,95.0,6.131,12.312,cauliflower
3156,17.223,95.0,6.624,12.144,cauliflower
3157,16.541,95.0,6.457,12.245,cauliflower
3158,26.804,95.0,6.555,12.224,cauliflower
3159,26.315,95.0,6.629,12.408,cauliflower
3160,27.052,95.0,6.823,12.107,cauliflower
3161,26.399,95.0,6.7,12.073,cauliflower
3162,17.743,95.0,6.313,12.314,cauliflower
3163,22.385,95.0,6.792,12.331,cauliflower
3164,25.806,95.0,6.585,12.259,cauliflower
3165,17.425,95.0,6.311,12.095,cauliflower
3166,14.45,95.0,6.509,12.499,cauliflower
3167,17.386,95.0,6.631,12.2,cauliflower
3168,21.268,95.0,6.096,12.082,cauliflower
3169,18.945,95.0,6.714,12.164,cauliflower
3170,18.541,95.0,6.012,12.191,cauliflower
3171,18.849,95.0,6.088,12.065,cauliflower
3172,19.638,95.0,6.441,12.128,cauliflower
3173,15.012,95.0,6.19,12.215,cauliflower
3174,19.055,95.0,6.649,12.47,cauliflower
3175,18.613,95.0,6.745,12.414,cauliflower
3176,13.301,95.0,6.603,12.402,cauliflower
3177,21.061,95.0,6.995,12.158,cauliflower
3178,12.798,95.0,6.738,12.451,cauliflower
3179,24.146,95.0,6.98,12.358,cauliflower
3180,26.948,95.0,6.8,12.079,cauliflower
3181,12.389,95.0,6.577,12.035,cauliflower
3182,22.864,95.0,6.754,12.025,cauliflower
3183,19.966,95.0,6.377,12.009,cauliflower
3184,13.438,95.0,6.065,12.158,cauliflower
3185,25.836,95.0,6.195,12.433,cauliflower
3186,20.84,95.0,6.407,12.009,cauliflower
3187,24.924,95.0,6.997,12.464,cauliflower
3188,29.659,95.0,6.424,12.46,cauliflower
3189,15.366,95.0,6.033,12.166,cauliflower
3190,14.915,95.0,6.309,12.481,cauliflower
3191,18.246,95.0,6.187,12.108,cauliflower
3192,22.673,95.0,6.806,12.366,cauliflower
3193,16.967,95.0,6.44,12.061,cauliflower
3194,17.181,95.0,6.572,12.396,cauliflower
3195,17.102,95.0,6.671,12.449,cauliflower
3196,16.732,95.0,6.057,12.326,cauliflower
3197,13.164,95.0,6.18,12.024,cauliflower
3198,13.771,95.0,6.399,12.042,cauliflower
3199,15.421,95.0,6.132,12.293,cauliflower
3200,12.221,95.0,6.443,12.053,cauliflower
3201,23.776,95.0,6.944,12.413,cauliflower
3202,17.514,95.0,6.465,12.052,cauliflower
3203,25.677,95.0,6.867,12.228,cauliflower
3204,23.516,95.0,6.3,12.181,cauliflower
3205,23.15,95.0,6.101,12.073,cauliflower
3206,12.026,95.0,6.818,12.167,cauliflower
3207,23.087,95.0,6.913,12.289,cauliflower
3208,18.398,95.0,6.361,12.015,cauliflower
3209,20.492,95.0,6.866,12.144,cauliflower
3210,12.646,95.0,6.822,12.213,cauliflower
3211,28.523,95.0,6.585,12.184,cauliflower
3212,18.022,95.0,6.152,12.416,cauliflower
3213,24.472,95.0,6.932,12.071,cauliflower
3214,16.479,95.0,6.065,12.287,cauliflower
3215,19.323,95.0,6.703,12.152,cauliflower
3216,19.384,95.0,6.931,12.347,cauliflower
3217,16.109,95.0,6.627,12.312,cauliflower
3218,28.981,95.0,6.286,12.255,cauliflower
3219,15.788,95.0,6.805,12.028,cauliflower
3220,20.049,95.0,6.302,12.399,cauliflower
3221,27.117,95.0,6.746,12.4,cauliflower
3222,19.148,95.0,6.016,12.44,cauliflower
3223,27.64,95.0,6.042,12.393,cauliflower
3224,12.429,95.0,6.916,12.366,cauliflower
3225,13.342,95.0,6.255,12.38,cauliflower
3226,12.727,95.0,6.779,12.455,cauliflower
3227,23.254,95.0,6.854,12.484,cauliflower
3228,20.374,95.0,6.747,12.381,cauliflower
3229,16.265,95.0,6.811,12.147,cauliflower
3230,15.009,95.0,6.834,12.439,cauliflower
3231,15.743,95.0,6.466,12.29,cauliflower
3232,24.017,95.0,6.098,12.094,cauliflower
3233,19.489,95.0,6.638,12.176,cauliflower
3234,18.396,95.0,6.994,12.481,cauliflower
3235,28.473,95.0,6.427,12.165,cauliflower
3236,25.368,95.0,6.146,12.213,cauliflower
3237,29.578,95.0,6.698,12.189,cauliflower
3238,26.991,95.0,6.813,12.099,cauliflower
3239,21.059,95.0,6.267,12.116,cauliflower
3240,26.781,95.0,6.735,12.233,cauliflower
3241,16.849,95.0,6.613,12.415,cauliflower
3242,23.035,95.0,6.191,12.007,cauliflower
3243,15.05,95.0,6.881,12.262,cauliflower
3244,27.75,95.0,6.353,12.303,cauliflower
3245,12.89,95.0,6.047,12.013,cauliflower
3246,17.82,95.0,6.631,12.335,cauliflower
3247,14.39,95.0,6.978,12.368,cauliflower
3248,29.025,95.0,6.745,12.344,cauliflower
3249,24.436,95.0,6.7,12.426,cauliflower
3250,29.037,95.0,6.165,12.141,cauliflower
3251,22.154,95.0,6.494,12.382,cauliflower
3252,25.741,95.0,6.656,12.18,cauliflower
3253,20.174,95.0,6.374,12.3,cauliflower
3254,22.445,95.0,6.411,12.293,cauliflower
3255,16.667,95.0,6.078,12.286,cauliflower
3256,18.255,95.0,6.93,12.373,cauliflower
3257,12.597,95.0,6.506,12.112,cauliflower
3258,21.094,95.0,6.754,12.436,cauliflower
3259,23.062,95.0,6.709,12.219,cauliflower
3260,13.579,95.0,6.188,12.099,cauliflower
3261,27.99,95.0,6.688,12.319,cauliflower
3262,17.066,95.0,6.27,12.17,cauliflower
3263,20.87,95.0,6.277,12.107,cauliflower
3264,18.482,95.0,6.359,12.454,cauliflower
3265,27.44,95.0,6.778,12.132,cauliflower
3266,21.455,95.0,6.832,12.018,cauliflower
3267,27.364,95.0,6.041,12.091,cauliflower
3268,21.03,95.0,6.192,12.067,cauliflower
3269,17.028,95.0,6.925,12.194,cauliflower
3270,27.197,95.0,6.586,12.086,cauliflower
3271,16.965,95.0,6.601,12.0,cauliflower
3272,24.151,95.0,6.404,12.3,cauliflower
3273,22.558,95.0,6.01,12.061,cauliflower
3274,28.216,95.0,6.023,12.077,cauliflower
3275,13.945,95.0,6.515,12.105,cauliflower
3276,28.067,95.0,6.867,12.169,cauliflower
3277,27.72,95.0,6.117,12.217,cauliflower
3278,15.164,95.0,6.771,12.337,cauliflower
3279,16.29,95.0,6.789,12.128,cauliflower
3280,22.989,95.0,6.261,12.237,cauliflower
3281,19.435,95.0,6.847,12.269,cauliflower
3282,13.199,95.0,6.867,12.182,cauliflower
3283,21.577,95.0,6.768,12.384,cauliflower
3284,20.152,95.0,6.8,12.299,cauliflower
3285,26.5,95.0,6.517,12.216,cauliflower
3286,14.91,95.0,6.479,12.09,cauliflower
3287,23.308,95.0,6.178,12.387,cauliflower
3288,18.725,95.0,6.081,12.381,cauliflower
3289,13.457,95.0,6.954,12.452,cauliflower
3290,15.105,95.0,6.585,12.458,cauliflower
3291,16.999,95.0,6.193,12.194,cauliflower
3292,29.132,95.0,6.255,12.459,cauliflower
3293,15.252,95.0,6.416,12.231,cauliflower
3294,23.225,95.0,6.484,12.195,cauliflower
3295,19.367,95.0,6.622,12.188,cauliflower
3296,15.064,95.0,6.248,12.29,cauliflower
3297,23.884,95.0,6.351,12.285,cauliflower
3298,28.35,95.0,6.989,12.029,cauliflower
3299,28.345,95.0,6.651,12.386,cauliflower
3300,30.797,63.456,6.017,13.013,cucumber
3301,26.09,77.323,6.37,12.647,cucumber
3302,33.178,76.173,6.829,12.142,cucumber
3303,31.839,72.528,6.641,13.97,cucumber
3304,25.799,89.542,6.25,14.939,cucumber
3305,32.684,75.6,6.367,12.064,cucumber
3306,28.368,85.331,6.299,13.629,cucumber
3307,28.088,84.691,6.749,12.253,cucumber
3308,32.327,75.287,6.84,13.578,cucumber
3309,30.289,74.757,6.46,12.582,cucumber
3310,26.69,68.834,6.239,12.028,cucumber
3311,30.582,79.628,6.636,12.534,cucumber
3312,30.823,61.85,6.98,13.418,cucumber
3313,32.66,83.486,6.373,14.878,cucumber
3314,31.211,78.144,6.03,12.727,cucumber
3315,32.667,81.007,6.897,13.056,cucumber
3316,32.37,78.281,6.04,14.411,cucumber
3317,25.122,87.872,6.294,12.051,cucumber
3318,31.707,65.207,6.2,13.746,cucumber
3319,32.665,80.7,6.401,14.667,cucumber
3320,32.919,65.224,6.808,14.104,cucumber
3321,30.055,85.358,6.405,14.81,cucumber
3322,26.448,60.888,6.727,12.782,cucumber
3323,28.848,89.461,6.425,13.582,cucumber
3324,27.796,62.794,6.703,14.264,cucumber
3325,26.419,65.779,6.904,13.347,cucumber
3326,32.764,83.679,6.455,14.415,cucumber
3327,31.357,66.95,6.137,13.303,cucumber
3328,32.452,85.595,6.931,12.246,cucumber
3329,31.34,66.313,6.849,14.365,cucumber
3330,28.487,76.534,6.322,14.387,cucumber
3331,25.503,64.075,6.713,14.583,cucumber
3332,26.489,83.243,6.942,13.982,cucumber
3333,26.349,66.453,6.712,14.976,cucumber
3334,27.511,62.896,6.465,12.05,cucumber
3335,25.162,61.731,6.319,13.491,cucumber
3336,26.677,84.037,6.353,13.421,cucumber
3337,34.563,63.588,6.577,14.855,cucumber
3338,25.333,66.547,6.04,12.059,cucumber
3339,31.752,69.353,6.172,14.365,cucumber
3340,30.847,85.556,6.336,14.659,cucumber
3341,34.895,86.494,6.183,13.289,cucumber
3342,25.669,88.847,6.542,14.019,cucumber
3343,28.611,70.707,6.524,12.505,cucumber
3344,29.763,62.96,6.419,13.215,cucumber
3345,34.036,88.728,6.16,12.642,cucumber
3346,31.783,86.814,6.993,14.596,cucumber
3347,27.943,87.542,6.691,13.304,cucumber
3348,27.675,63.749,6.126,12.443,cucumber
3349,25.881,81.387,6.401,14.979,cucumber
3350,25.44,79.388,6.328,13.57,cucumber
3351,27.456,83.252,6.685,14.28,cucumber
3352,30.605,72.085,6.878,12.208,cucumber
3353,29.414,87.201,6.126,14.422,cucumber
3354,29.482,74.327,6.911,13.518,cucumber
3355,31.236,89.67,6.463,14.384,cucumber
3356,25.665,70.623,6.739,12.672,cucumber
3357,25.654,84.498,6.059,13.443,cucumber
3358,27.287,76.153,6.053,12.428,cucumber
3359,30.423,78.685,6.839,12.184,cucumber
3360,29.243,73.634,6.502,12.229,cucumber
3361,31.378,76.718,6.992,14.992,cucumber
3362,26.932,63.749,6.07,13.891,cucumber
3363,30.552,65.863,6.481,14.528,cucumber
3364,26.784,73.855,6.938,14.948,cucumber
3365,26.458,73.987,6.571,14.655,cucumber
3366,31.492,89.728,6.835,13.959,cucumber
3367,33.215,66.913,6.178,13.915,cucumber
3368,33.794,87.421,6.883,14.101,cucumber
3369,26.996,74.457,6.068,12.594,cucumber
3370,31.74,81.937,6.718,14.86,cucumber
3371,26.877,85.041,6.494,13.355,cucumber
3372,30.89,85.158,6.44,14.444,cucumber
3373,26.623,86.902,6.099,14.968,cucumber
3374,31.552,76.15,6.091,14.935,cucumber
3375,26.756,73.778,6.265,13.316,cucumber
3376,32.502,74.033,6.087,13.555,cucumber
3377,25.195,84.012,6.528,14.507,cucumber
3378,33.704,83.043,6.046,13.384,cucumber
3379,29.438,76.684,6.249,13.599,cucumber
3380,25.862,79.287,6.681,13.19,cucumber
3381,28.476,64.456,6.227,14.412,cucumber
3382,25.961,76.589,6.565,14.215,cucumber
3383,27.749,75.551,6.789,14.96,cucumber
3384,33.548,73.879,6.177,14.814,cucumber
3385,32.788,66.882,6.033,14.609,cucumber
3386,33.454,66.825,6.762,14.605,cucumber
3387,26.349,64.777,6.378,14.657,cucumber
3388,28.541,76.923,6.842,14.784,cucumber
3389,29.873,86.194,6.008,12.546,cucumber
3390,26.262,66.006,6.885,12.779,cucumber
3391,30.9,71.776,6.868,14.414,cucumber
3392,28.373,86.861,6.216,13.338,cucumber
3393,28.0,88.304,6.28,13.688,cucumber
3394,25.75,71.968,6.609,12.511,cucumber
3395,30.517,72.155,6.134,12.194,cucumber
3396,27.806,60.036,6.26,12.044,cucumber
3397,26.16,69.896,6.514,13.419,cucumber
3398,28.913,74.585,6.077,12.105,cucumber
3399,30.934,74.834,6.661,13.508,cucumber
3400,31.63,71.619,6.014,13.323,cucumber
3401,29.015,63.887,6.768,12.057,cucumber
3402,30.604,79.522,6.117,13.771,cucumber
3403,27.606,73.391,6.326,13.077,cucumber
3404,26.658,80.328,6.914,14.849,cucumber
3405,31.764,67.107,6.887,12.248,cucumber
3406,27.124,88.339,6.875,13.044,cucumber
3407,34.207,84.389,6.636,14.024,cucumber
3408,32.695,72.695,6.905,13.612,cucumber
3409,28.641,78.903,6.371,14.776,cucumber
3410,29.247,85.299,6.933,13.187,cucumber
3411,28.855,72.172,6.906,13.999,cucumber
3412,32.949,87.923,6.985,13.975,cucumber
3413,27.437,66.12,6.284,14.35,cucumber
3414,26.786,85.441,6.158,14.693,cucumber
3415,33.716,64.836,6.239,12.967,cucumber
3416,25.542,73.087,6.677,12.951,cucumber
3417,30.938,79.515,6.302,13.206,cucumber
3418,29.678,61.166,6.051,14.601,cucumber
3419,27.859,88.969,6.809,13.828,cucumber
3420,33.226,66.635,6.254,12.334,cucumber
3421,26.379,60.618,6.717,12.065,cucumber
3422,26.394,71.779,6.699,14.346,cucumber
3423,27.461,67.776,6.463,13.477,cucumber
3424,33.937,61.307,6.342,12.425,cucumber
3425,32.581,81.191,6.332,12.451,cucumber
3426,26.902,70.176,6.69,14.536,cucumber
3427,31.724,61.693,6.092,14.052,cucumber
3428,27.325,63.022,6.88,12.852,cucumber
3429,31.359,65.69,6.982,14.829,cucumber
3430,27.847,86.457,6.428,14.526,cucumber
3431,32.375,65.297,6.369,12.665,cucumber
3432,25.7,89.988,6.764,12.97,cucumber
3433,26.113,83.186,6.871,12.713,cucumber
3434,32.61,89.663,6.097,14.315,cucumber
3435,33.761,66.84,6.934,13.983,cucumber
3436,29.328,89.423,6.945,14.597,cucumber
3437,25.366,68.413,6.323,13.954,cucumber
3438,34.897,77.739,6.564,12.145,cucumber
3439,33.749,71.517,6.212,12.56,cucumber
3440,30.251,86.909,6.843,13.758,cucumber
3441,28.408,82.951,6.469,12.844,cucumber
3442,30.402,65.943,6.142,12.617,cucumber
3443,32.929,82.229,6.433,12.024,cucumber
3444,33.023,78.255,6.847,12.069,cucumber
3445,34.101,74.472,6.278,14.023,cucumber
3446,34.097,85.626,6.454,14.926,cucumber
3447,29.657,60.812,6.931,12.0,cucumber
3448,34.097,76.739,6.085,13.387,cucumber
3449,25.911,62.621,6.899,13.546,cucumber
3450,27.863,69.848,8.969,8.243,corianderleaves
3451,17.421,65.953,9.369,9.64,corianderleaves
3452,20.342,68.503,9.412,8.107,corianderleaves
3453,22.472,65.073,9.626,8.939,corianderleaves
3454,21.902,64.773,9.724,9.384,corianderleaves
3455,22.703,64.825,8.856,8.25,corianderleaves
3456,22.161,68.469,9.386,9.676,corianderleaves
3457,25.974,65.722,9.287,9.607,corianderleaves
3458,25.273,62.373,9.569,7.675,corianderleaves
3459,23.08,67.687,9.961,8.063,corianderleaves
3460,23.614,67.579,8.916,7.944,corianderleaves
3461,20.838,64.88,8.546,9.365,corianderleaves
3462,18.773,63.265,8.557,7.559,corianderleaves
3463,16.871,64.736,9.636,8.752,corianderleaves
3464,23.7,69.166,8.877,8.33,corianderleaves
3465,19.837,63.72,8.798,7.963,corianderleaves
3466,19.423,69.201,8.968,9.525,corianderleaves
3467,27.414,68.584,9.724,9.43,corianderleaves
3468,26.391,61.69,8.135,9.488,corianderleaves
3469,24.32,66.533,9.576,9.78,corianderleaves
3470,15.986,66.334,8.698,8.894,corianderleaves
3471,17.569,62.276,9.614,9.977,corianderleaves
3472,16.457,65.971,9.647,8.558,corianderleaves
3473,27.89,66.97,9.112,9.828,corianderleaves
3474,16.922,61.922,9.604,8.254,corianderleaves
3475,18.306,67.55,8.063,9.688,corianderleaves
3476,22.075,60.557,9.209,9.227,corianderleaves
